제목,작성자,작성일,URL,본문,댓글데이터,댓글개수
인터칼리지 교과 경쟁률 되게 낮네용,젭랒ㅂ,2025-09-12 19:12:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28993766?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=2,19:1에서 9:1...,[작성자:itsmylifestyle|내용:다행이네요!! 저도 교과로 썼어요|날짜:2025.09.12. 19:15] || [작성자:itsmylifestyle|내용:다행이네요!! 저도 교과로 썼어요|날짜:2025.09.12. 19:15] || [작성자:itsmylifestyle|내용:다행이네요!! 저도 교과로 썼어요|날짜:2025.09.12. 19:15] || [작성자:itsmylifestyle|내용:다행이네요!! 저도 교과로 썼어요|날짜:2025.09.12. 19:15] || [작성자:unknown|내용:2025.09.12. 19:15답글쓰기0|날짜:2025.09.12. 19:15] || [작성자:unknown|내용:2025.09.12. 19:15답글쓰기|날짜:2025.09.12. 19:15],6
한양대 떴어요!!,안냐세요를레이후,2025-09-12 19:02:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28993717?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=2,확인해보세요,댓글없음,0
성대 화학과 학추,ellachh28,2025-09-12 18:49:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28993657?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=2,성대 화학과 학추 작년 9.71에서 올해 6.86다른 곳도 경쟁률 준 곳이 많던데 이유가 뭘까요!,[작성자:불꽃사나이 아빠|내용:다들 너무 안정으로 몰린듯|날짜:2025.09.12. 18:57] || [작성자:불꽃사나이 아빠|내용:다들 너무 안정으로 몰린듯|날짜:2025.09.12. 18:57] || [작성자:불꽃사나이 아빠|내용:다들 너무 안정으로 몰린듯|날짜:2025.09.12. 18:57] || [작성자:불꽃사나이 아빠|내용:다들 너무 안정으로 몰린듯|날짜:2025.09.12. 18:57] || [작성자:unknown|내용:2025.09.12. 18:57답글쓰기0|날짜:2025.09.12. 18:57] || [작성자:unknown|내용:2025.09.12. 18:57답글쓰기|날짜:2025.09.12. 18:57],6
성대 최종,Akzjqaa,2025-09-12 18:46:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28993647?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=2,교과 별로 안터졌네요,[작성자:ksiouy|내용:올해 황금돼지라고 다들 상향 안지르는건지작년보다 경쟁율 안쎄네요. ㅎㅎ|날짜:2025.09.12. 18:46] || [작성자:ksiouy|내용:올해 황금돼지라고 다들 상향 안지르는건지작년보다 경쟁율 안쎄네요. ㅎㅎ|날짜:2025.09.12. 18:46] || [작성자:ksiouy|내용:올해 황금돼지라고 다들 상향 안지르는건지작년보다 경쟁율 안쎄네요. ㅎㅎ|날짜:2025.09.12. 18:46] || [작성자:ksiouy|내용:올해 황금돼지라고 다들 상향 안지르는건지작년보다 경쟁율 안쎄네요. ㅎㅎ|날짜:2025.09.12. 18:46] || [작성자:unknown|내용:2025.09.12. 18:46답글쓰기0|날짜:2025.09.12. 18:46] || [작성자:unknown|내용:2025.09.12. 18:46답글쓰기|날짜:2025.09.12. 18:46],6
인터칼리지 궁금한 점,화미사생,2025-09-12 18:24:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28993541?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=2,진학사에 보면 교과에도 자연이랑 인문 나누어져 있는데실제 지원할 때 보면 하나로 통합되어 있는 것 같더라구요​어떤 게 맞는건가요?? 이번에 새로 통합된건가요??,[작성자:skyy26|내용:통합이 맞고진학사 순위도 실질순위에선 통합으로 나오는것같았어요|날짜:2025.09.12. 18:35] || [작성자:skyy26|내용:통합이 맞고진학사 순위도 실질순위에선 통합으로 나오는것같았어요|날짜:2025.09.12. 18:35] || [작성자:skyy26|내용:통합이 맞고진학사 순위도 실질순위에선 통합으로 나오는것같았어요|날짜:2025.09.12. 18:35] || [작성자:skyy26|내용:통합이 맞고진학사 순위도 실질순위에선 통합으로 나오는것같았어요|날짜:2025.09.12. 18:35] || [작성자:unknown|내용:2025.09.12. 18:35답글쓰기1|날짜:2025.09.12. 18:35] || [작성자:unknown|내용:2025.09.12. 18:35답글쓰기|날짜:2025.09.12. 18:35],6
성대 유학동양학과,쭈후니이,2025-09-12 18:19:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28993521?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=2,마지막에 쓰신 분들 접수번호 알려주세요ㅜ,댓글없음,0
5시 넘어서 접수한 분 학과랑 접수번호 알려주고 가요ㅠㅠ,기부입학하고싶다,2025-09-12 18:06:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28993459?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=2,ㅈㄱㄴ,[작성자:안냐세요를레이후|내용:영어교육과 궁금해요|날짜:2025.09.12. 18:08] || [작성자:안냐세요를레이후|내용:영어교육과 궁금해요|날짜:2025.09.12. 18:08] || [작성자:안냐세요를레이후|내용:영어교육과 궁금해요|날짜:2025.09.12. 18:08] || [작성자:안냐세요를레이후|내용:영어교육과 궁금해요|날짜:2025.09.12. 18:08] || [작성자:unknown|내용:2025.09.12. 18:08답글쓰기0|날짜:2025.09.12. 18:08] || [작성자:unknown|내용:2025.09.12. 18:08답글쓰기|날짜:2025.09.12. 18:08],6
사복은 작년 정도인거 같기도,26대학이 뭘까,2025-09-12 18:05:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28993451?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=3,성대 교과 사복 막판8분남기고 들어갔는데 작년만큼이였던거 같아요​다 끝났으니 모두 잠시 잊어요!,댓글없음,0
도와주세요 제발요,thwjdqp,2025-09-12 17:33:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28993302?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=3,"성대 한문교육 원서접수하려는데 계열만 선택되고,과가 선택이 안돼요…도와주세요","[작성자:rsfrdhkl|내용:그러면 그 계열에 한문과가 없는 것 같은데용
계열이 혹시 일반교과나 종합이 아니라 다른건가요?|날짜:2025.09.12. 17:35] || [작성자:rsfrdhkl|내용:그러면 그 계열에 한문과가 없는 것 같은데용
계열이 혹시 일반교과나 종합이 아니라 다른건가요?|날짜:2025.09.12. 17:35] || [작성자:rsfrdhkl|내용:그러면 그 계열에 한문과가 없는 것 같은데용
계열이 혹시 일반교과나 종합이 아니라 다른건가요?|날짜:2025.09.12. 17:35] || [작성자:rsfrdhkl|내용:그러면 그 계열에 한문과가 없는 것 같은데용
계열이 혹시 일반교과나 종합이 아니라 다른건가요?|날짜:2025.09.12. 17:35] || [작성자:unknown|내용:2025.09.12. 17:35답글쓰기0|날짜:2025.09.12. 17:35] || [작성자:unknown|내용:2025.09.12. 17:35답글쓰기|날짜:2025.09.12. 17:35]",6
한양대 정외과,kopea,2025-09-12 17:32:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28993296?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=3,접수했는데 이미 사람 많아요 ㅜㅜ 그만 들어오세요 ㅜㅜㅜㅜ,댓글없음,0
성대 한문 한문교육,thwjdqp,2025-09-12 17:29:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28993283?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=3,터진다면 어디가 터질거같나요?,댓글없음,0
다 터졌다 우와 ㅎㅎㅎ,vyqhsixu,2025-09-12 17:22:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28993246?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=3,고려대 융에공 1지망에​한양대 산공 2지망이었는데....​경쟁률 다 망했다 우와~!! ㅎㅎㅎㅎㅎ​3지망부터는 솔직히... 엄청 마음에 들지는 않음. 물론 붙으면 반수 안하고 얌전히 다닐 거지만 (사실 반수할 힘이 없는 거임),[작성자:JUNGPA|내용:https://www.etoos.com/report/pass/scoreanalysis/competition.asp|날짜:2025.09.12. 17:25] || [작성자:JUNGPA|내용:https://www.etoos.com/report/pass/scoreanalysis/competition.asp|날짜:2025.09.12. 17:25] || [작성자:JUNGPA|내용:https://www.etoos.com/report/pass/scoreanalysis/competition.asp|날짜:2025.09.12. 17:25] || [작성자:JUNGPA|내용:https://www.etoos.com/report/pass/scoreanalysis/competition.asp|날짜:2025.09.12. 17:25] || [작성자:unknown|내용:2025.09.12. 17:25답글쓰기1|날짜:2025.09.12. 17:25] || [작성자:unknown|내용:2025.09.12. 17:25답글쓰기|날짜:2025.09.12. 17:25],6
연고경영의 학추 숫자는 확실하게 낮게 찍혔기에,선택2024,2025-09-12 16:48:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28993063?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=3,만약에 서강 성균 한양 경영쪽의 학추도 낮게 찍힌다면 이건 정말 안정 지원이 올해 주 경향이다 라고 설명할 수 밖에 없겠죠반대로 이쪽 학추 숫자는 비슷하게 찍힌다면 최상위권의 비중만 어느정도 줄었다고 평가할 수 있겠구요(원서 조합을 구성할때 ky가 고려되지 않았다는 의미니)​경영뿐만 아니라 다른 공대 높과쪽에도 해당하는 이야기인데 어떤 결과를 가져올지... 개인적으로 저는 연고 경영 학추랑 비슷하게 어느정도는 낮은 숫자가 찍힐 것 같기는 합니다​,[작성자:안냐세요를레이후|내용:눈치싸움하다 연고에서 실패한거고 서성한에 다른 과 쓰려던걸 경영쪽으로 바꿔쓸 수도 있지 않을까요|날짜:2025.09.12. 16:49] || [작성자:안냐세요를레이후|내용:눈치싸움하다 연고에서 실패한거고 서성한에 다른 과 쓰려던걸 경영쪽으로 바꿔쓸 수도 있지 않을까요|날짜:2025.09.12. 16:49] || [작성자:안냐세요를레이후|내용:눈치싸움하다 연고에서 실패한거고 서성한에 다른 과 쓰려던걸 경영쪽으로 바꿔쓸 수도 있지 않을까요|날짜:2025.09.12. 16:49] || [작성자:안냐세요를레이후|내용:눈치싸움하다 연고에서 실패한거고 서성한에 다른 과 쓰려던걸 경영쪽으로 바꿔쓸 수도 있지 않을까요|날짜:2025.09.12. 16:49] || [작성자:unknown|내용:2025.09.12. 16:49답글쓰기1|날짜:2025.09.12. 16:49] || [작성자:unknown|내용:2025.09.12. 16:49답글쓰기|날짜:2025.09.12. 16:49],6
한양 펑크?,IiIlililIllilIlilIli,2025-09-12 16:42:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28993039?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=3,한양학추 경영고민중입니다. 3시마감이 어제 고대처럼 작년대비 경쟁률이 절반인데 학추 상경의 올해 경향일까요..? 아니면 눈치작전일까요? 작년이 14:1정도인데 현재 6:1입니다!,[작성자:K내일은|내용:서성한까지 경영의 그 추이가 비슷할 듯 합니다|날짜:2025.09.12. 16:44] || [작성자:K내일은|내용:서성한까지 경영의 그 추이가 비슷할 듯 합니다|날짜:2025.09.12. 16:44] || [작성자:K내일은|내용:서성한까지 경영의 그 추이가 비슷할 듯 합니다|날짜:2025.09.12. 16:44] || [작성자:K내일은|내용:서성한까지 경영의 그 추이가 비슷할 듯 합니다|날짜:2025.09.12. 16:44] || [작성자:unknown|내용:2025.09.12. 16:44답글쓰기0|날짜:2025.09.12. 16:44] || [작성자:unknown|내용:2025.09.12. 16:44답글쓰기|날짜:2025.09.12. 16:44],6
원서 끝!!,으악악악악악악악악악,2025-09-12 16:25:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28992959?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=3,"마지막으로 서강대 넣고 마무리 했습니다사람 수도 예상 안이구 ,,붙엇으면좋겟네여","[작성자:착한사람22|내용:서강대는 다른  친구에게 주고더 좋은 대학 가시길 바랍니다.,|날짜:2025.09.12. 16:33] || [작성자:착한사람22|내용:서강대는 다른  친구에게 주고더 좋은 대학 가시길 바랍니다.,|날짜:2025.09.12. 16:33] || [작성자:착한사람22|내용:서강대는 다른  친구에게 주고더 좋은 대학 가시길 바랍니다.,|날짜:2025.09.12. 16:33] || [작성자:착한사람22|내용:서강대는 다른  친구에게 주고더 좋은 대학 가시길 바랍니다.,|날짜:2025.09.12. 16:33] || [작성자:unknown|내용:2025.09.12. 16:33답글쓰기1|날짜:2025.09.12. 16:33] || [작성자:unknown|내용:2025.09.12. 16:33답글쓰기|날짜:2025.09.12. 16:33]",6
경쟁률 하위권대가 마지막에 몰릴 수 있다는 것..,안냐세요를레이후,2025-09-12 16:16:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28992899?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=3,명심하기… 내 고려대 😭,[작성자:나무아미타타불|내용:그걸 알고 그냥 바꿀 학과가 애매해서 질렀어요하하하|날짜:2025.09.12. 16:19] || [작성자:나무아미타타불|내용:그걸 알고 그냥 바꿀 학과가 애매해서 질렀어요하하하|날짜:2025.09.12. 16:19] || [작성자:나무아미타타불|내용:그걸 알고 그냥 바꿀 학과가 애매해서 질렀어요하하하|날짜:2025.09.12. 16:19] || [작성자:나무아미타타불|내용:그걸 알고 그냥 바꿀 학과가 애매해서 질렀어요하하하|날짜:2025.09.12. 16:19] || [작성자:unknown|내용:2025.09.12. 16:19답글쓰기1|날짜:2025.09.12. 16:19] || [작성자:unknown|내용:2025.09.12. 16:19답글쓰기|날짜:2025.09.12. 16:19],6
생기부와 다른학과 지원,다같이 웃자,2025-09-12 16:02:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28992816?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=3,생기부를 생명 바이오쪽으로 작성했는데 전기 생체공학부(전기공학전공)으로 변경해도 괜찮을까요?,[작성자:Definiti|내용:교과면 가능할듯합니다!|날짜:2025.09.12. 16:19] || [작성자:Definiti|내용:교과면 가능할듯합니다!|날짜:2025.09.12. 16:19] || [작성자:Definiti|내용:교과면 가능할듯합니다!|날짜:2025.09.12. 16:19] || [작성자:Definiti|내용:교과면 가능할듯합니다!|날짜:2025.09.12. 16:19] || [작성자:unknown|내용:2025.09.12. 16:19답글쓰기0|날짜:2025.09.12. 16:19] || [작성자:unknown|내용:2025.09.12. 16:19답글쓰기|날짜:2025.09.12. 16:19],6
방금 서강대 넣고 왔는데,히냥이,2025-09-12 16:01:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28992808?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=3,뒷자리가 정말 지원자수인가요? 90몇명인데 제발 아니라고 해주세요ㅠㅠㅠㅠㅠㅠㅠㅠ,[작성자:파란하늘을 날자|내용:맞사요. 수험번호 뒷자리가 지원순서로 알아요.|날짜:2025.09.12. 16:02] || [작성자:파란하늘을 날자|내용:맞사요. 수험번호 뒷자리가 지원순서로 알아요.|날짜:2025.09.12. 16:02] || [작성자:파란하늘을 날자|내용:맞사요. 수험번호 뒷자리가 지원순서로 알아요.|날짜:2025.09.12. 16:02] || [작성자:파란하늘을 날자|내용:맞사요. 수험번호 뒷자리가 지원순서로 알아요.|날짜:2025.09.12. 16:02] || [작성자:unknown|내용:2025.09.12. 16:02답글쓰기0|날짜:2025.09.12. 16:02] || [작성자:unknown|내용:2025.09.12. 16:02답글쓰기|날짜:2025.09.12. 16:02],6
반수생이 드리는 경쟁률 / 과 선택 조언 ‼️,안냐세요를레이후,2025-09-12 15:59:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28992798?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=3,작년에 경쟁률 보고 쓰다가 원래 쓰려던 과가 더 낮고 내가 쓴 과가 몰린 적 있었음쓰려던 과에 원서 내고 경쟁률 높으면 -> 그래 내가 가고 싶은 과니까라고 그래도 안심할 거리가 생김쓰려던 과 피했는데 경쟁률 높으면 -> ㅈㄴㅈㄴ 후회원하던 과도 아닌데 경쟁률만 높은 슬픈 상황이 발생할 수 있음 🤦🏻‍♀️​경쟁률도 한 전략이겠지만 내 마음이 편하려면 계속 쓰려고 생각했던 과에 쓰는 게 좋아요​++ 경쟁률 낮은데 함부로 지원하지 마세요… 다들 똑같이 보고 있을 수도 있어요 소신껏..,[작성자:겅에어|내용:더 쓰고 싶은 데는 소신인데 경쟁률이 너무 낮아서 안정을 적는 게 나을지 고민이네요ㅠ|날짜:2025.09.12. 16:05] || [작성자:겅에어|내용:더 쓰고 싶은 데는 소신인데 경쟁률이 너무 낮아서 안정을 적는 게 나을지 고민이네요ㅠ|날짜:2025.09.12. 16:05] || [작성자:겅에어|내용:더 쓰고 싶은 데는 소신인데 경쟁률이 너무 낮아서 안정을 적는 게 나을지 고민이네요ㅠ|날짜:2025.09.12. 16:05] || [작성자:겅에어|내용:더 쓰고 싶은 데는 소신인데 경쟁률이 너무 낮아서 안정을 적는 게 나을지 고민이네요ㅠ|날짜:2025.09.12. 16:05] || [작성자:unknown|내용:2025.09.12. 16:05답글쓰기0|날짜:2025.09.12. 16:05] || [작성자:unknown|내용:2025.09.12. 16:05답글쓰기|날짜:2025.09.12. 16:05],6
급해요 외고 = 특수목적고???,iIIIlliiiIil,2025-09-12 15:41:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28992697?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=3,성대 원서 쓰는데 고교구분에서 외고는 특수목적고에 해당하는건가요?,[작성자:대박바라기|내용:네|날짜:2025.09.12. 15:43] || [작성자:대박바라기|내용:네|날짜:2025.09.12. 15:43] || [작성자:대박바라기|내용:네|날짜:2025.09.12. 15:43] || [작성자:대박바라기|내용:네|날짜:2025.09.12. 15:43] || [작성자:unknown|내용:2025.09.12. 15:43답글쓰기0|날짜:2025.09.12. 15:43] || [작성자:unknown|내용:2025.09.12. 15:43답글쓰기|날짜:2025.09.12. 15:43],6
성대 최종 경쟁률,PARACHUTE07,2025-09-12 15:41:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28992695?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=3,성대 최종 경쟁률 언제 나오나요?,[작성자:Definiti|내용:6시 이후에 최종 결과 나와요!|날짜:2025.09.12. 15:44] || [작성자:Definiti|내용:6시 이후에 최종 결과 나와요!|날짜:2025.09.12. 15:44] || [작성자:Definiti|내용:6시 이후에 최종 결과 나와요!|날짜:2025.09.12. 15:44] || [작성자:Definiti|내용:6시 이후에 최종 결과 나와요!|날짜:2025.09.12. 15:44] || [작성자:unknown|내용:2025.09.12. 15:44답글쓰기0|날짜:2025.09.12. 15:44] || [작성자:unknown|내용:2025.09.12. 15:44답글쓰기|날짜:2025.09.12. 15:44],6
성대 한문교육과,thwjdqp,2025-09-12 15:38:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28992681?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=3,내신 1.7인데 경쟁률 터지려나요?,[작성자:열공만 살길|내용:저 1시쯤 접수했는데 그땐 괜찮았어요지긍은 어떤가 모르겠네요|날짜:2025.09.12. 16:59] || [작성자:열공만 살길|내용:저 1시쯤 접수했는데 그땐 괜찮았어요지긍은 어떤가 모르겠네요|날짜:2025.09.12. 16:59] || [작성자:열공만 살길|내용:저 1시쯤 접수했는데 그땐 괜찮았어요지긍은 어떤가 모르겠네요|날짜:2025.09.12. 16:59] || [작성자:열공만 살길|내용:저 1시쯤 접수했는데 그땐 괜찮았어요지긍은 어떤가 모르겠네요|날짜:2025.09.12. 16:59] || [작성자:unknown|내용:2025.09.12. 16:59답글쓰기0|날짜:2025.09.12. 16:59] || [작성자:unknown|내용:2025.09.12. 16:59답글쓰기|날짜:2025.09.12. 16:59],6
서강대 자전 차이,믹스토피아,2025-09-12 15:37:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28992667?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=3,"인문학기반, 사이언스기반의 차이가 뭔가요..?인문학 기반이 학과 선택이 더 한정되어 있나요?",[작성자:yonseim|내용:둘 다 학과는 문이과  전공 선택은 자유로 알고 있습니다.다만 입학 때 인문기반자전은 인문을 기초로 조금 배우고 역시 사이언스는 이과 조금 배우는 것 차이 같습니다.|날짜:2025.09.12. 16:35] || [작성자:yonseim|내용:둘 다 학과는 문이과  전공 선택은 자유로 알고 있습니다.다만 입학 때 인문기반자전은 인문을 기초로 조금 배우고 역시 사이언스는 이과 조금 배우는 것 차이 같습니다.|날짜:2025.09.12. 16:35] || [작성자:yonseim|내용:둘 다 학과는 문이과  전공 선택은 자유로 알고 있습니다.다만 입학 때 인문기반자전은 인문을 기초로 조금 배우고 역시 사이언스는 이과 조금 배우는 것 차이 같습니다.|날짜:2025.09.12. 16:35] || [작성자:yonseim|내용:둘 다 학과는 문이과  전공 선택은 자유로 알고 있습니다.다만 입학 때 인문기반자전은 인문을 기초로 조금 배우고 역시 사이언스는 이과 조금 배우는 것 차이 같습니다.|날짜:2025.09.12. 16:35] || [작성자:unknown|내용:2025.09.12. 16:35답글쓰기1|날짜:2025.09.12. 16:35] || [작성자:unknown|내용:2025.09.12. 16:35답글쓰기|날짜:2025.09.12. 16:35],6
한양대 유기나노공학과 vs 중앙대 화학공학과,12733,2025-09-12 15:30:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28992630?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=3,둘다 붙으면 어디가 나을까요,[작성자:겅에어|내용:당연히 한양대...|날짜:2025.09.12. 15:31] || [작성자:겅에어|내용:당연히 한양대...|날짜:2025.09.12. 15:31] || [작성자:겅에어|내용:당연히 한양대...|날짜:2025.09.12. 15:31] || [작성자:겅에어|내용:당연히 한양대...|날짜:2025.09.12. 15:31] || [작성자:unknown|내용:2025.09.12. 15:31답글쓰기0|날짜:2025.09.12. 15:31] || [작성자:unknown|내용:2025.09.12. 15:31답글쓰기|날짜:2025.09.12. 15:31],6
성균관대 원서 접수,ilililililliilllllll,2025-09-12 15:29:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28992623?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=3,성대 접수 후 뜨는 창에서 미제출 서류 제출하는 창 있던데 생기부 온라인 제공 동의 했으면 제출 안해도 되는거죠? (해당자만 제출 이라고 써있었어요),[작성자:하늘나리꽃|내용:네 신경 안 써도 된대요|날짜:2025.09.12. 15:31] || [작성자:하늘나리꽃|내용:네 신경 안 써도 된대요|날짜:2025.09.12. 15:31] || [작성자:하늘나리꽃|내용:네 신경 안 써도 된대요|날짜:2025.09.12. 15:31] || [작성자:하늘나리꽃|내용:네 신경 안 써도 된대요|날짜:2025.09.12. 15:31] || [작성자:unknown|내용:2025.09.12. 15:31답글쓰기0|날짜:2025.09.12. 15:31] || [작성자:unknown|내용:2025.09.12. 15:31답글쓰기|날짜:2025.09.12. 15:31],6
글바메랑 신약규제 학추,믹스토피아,2025-09-12 15:10:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28992516?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=3,글바메랑 신약규제 학추 컷 엄청 높을까요ㅜㅜ5명 뽑아서 고민중인데 몇정도 예상하시나요.....?,[작성자:안냐세요를레이후|내용:둘다 인기과라 높을듯|날짜:2025.09.12. 16:02] || [작성자:안냐세요를레이후|내용:둘다 인기과라 높을듯|날짜:2025.09.12. 16:02] || [작성자:안냐세요를레이후|내용:둘다 인기과라 높을듯|날짜:2025.09.12. 16:02] || [작성자:안냐세요를레이후|내용:둘다 인기과라 높을듯|날짜:2025.09.12. 16:02] || [작성자:unknown|내용:2025.09.12. 16:02답글쓰기0|날짜:2025.09.12. 16:02] || [작성자:unknown|내용:2025.09.12. 16:02답글쓰기|날짜:2025.09.12. 16:02],6
성대 수리논술,어아더,2025-09-12 14:53:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28992414?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=3,최저 3합5/6 (인문계)​국 수 영 탐 탐 중에 아무거나 3개 가능한가요?수 영 탐수 탐 탐​이런식으로요! 국어 필수인가용?​,[작성자:현역1지망합격기원|내용:수리논술로 인문계 지원하시는 거면 국 수 영 탐 탐 중 아무거나 3개요. 국어 필수 아니예요. 탐구 하나는 제2외국어나 한문으로 바꿀 수 있구요. 예로 들어주신 조합 다 가능해요|날짜:2025.09.12. 18:42] || [작성자:현역1지망합격기원|내용:수리논술로 인문계 지원하시는 거면 국 수 영 탐 탐 중 아무거나 3개요. 국어 필수 아니예요. 탐구 하나는 제2외국어나 한문으로 바꿀 수 있구요. 예로 들어주신 조합 다 가능해요|날짜:2025.09.12. 18:42] || [작성자:현역1지망합격기원|내용:수리논술로 인문계 지원하시는 거면 국 수 영 탐 탐 중 아무거나 3개요. 국어 필수 아니예요. 탐구 하나는 제2외국어나 한문으로 바꿀 수 있구요. 예로 들어주신 조합 다 가능해요|날짜:2025.09.12. 18:42] || [작성자:현역1지망합격기원|내용:수리논술로 인문계 지원하시는 거면 국 수 영 탐 탐 중 아무거나 3개요. 국어 필수 아니예요. 탐구 하나는 제2외국어나 한문으로 바꿀 수 있구요. 예로 들어주신 조합 다 가능해요|날짜:2025.09.12. 18:42] || [작성자:unknown|내용:2025.09.12. 18:42답글쓰기0|날짜:2025.09.12. 18:42] || [작성자:unknown|내용:2025.09.12. 18:42답글쓰기|날짜:2025.09.12. 18:42],6
성대 전전 학추,재수없는연대생,2025-09-12 14:50:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28992401?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=3,지원하신 분 있으신가요?,[작성자:감사하며 살자|내용:지원했습니다!!|날짜:2025.09.13. 07:59] || [작성자:감사하며 살자|내용:지원했습니다!!|날짜:2025.09.13. 07:59] || [작성자:감사하며 살자|내용:지원했습니다!!|날짜:2025.09.13. 07:59] || [작성자:감사하며 살자|내용:지원했습니다!!|날짜:2025.09.13. 07:59] || [작성자:unknown|내용:2025.09.13. 07:59답글쓰기1|날짜:2025.09.13. 07:59] || [작성자:unknown|내용:2025.09.13. 07:59답글쓰기|날짜:2025.09.13. 07:59],6
한양대학교 서류형 기계공학vs도시공학vs건축공학,nayeon05,2025-09-12 14:50:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28992400?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=3,기계공학이 충원은 더 많이도는데 경쟁률이 너무 높아서 고민중인데... 어디가 좋을까요ㅜ,[작성자:600D|내용:생기부에 가장 맞는 과로 쓰시는 걸 추천드립니다|날짜:2025.09.12. 14:56] || [작성자:600D|내용:생기부에 가장 맞는 과로 쓰시는 걸 추천드립니다|날짜:2025.09.12. 14:56] || [작성자:600D|내용:생기부에 가장 맞는 과로 쓰시는 걸 추천드립니다|날짜:2025.09.12. 14:56] || [작성자:600D|내용:생기부에 가장 맞는 과로 쓰시는 걸 추천드립니다|날짜:2025.09.12. 14:56] || [작성자:unknown|내용:2025.09.12. 14:56답글쓰기0|날짜:2025.09.12. 14:56] || [작성자:unknown|내용:2025.09.12. 14:56답글쓰기|날짜:2025.09.12. 14:56],6
